label,text_processed,length
1,привіт оля лох лікується лох судьба,6
1,Україна охуїнно заборона голосувати,4
0,пільща пільща мак зачинити,4
1,мати зробити зайобувана дівчина дістатися раяти пройти пекло,8
0,провести разом дно зробити фото хвилина потяг,7
0,температура заміряти чсв шуба — статус,6
0,думати іконописець називати люди ікона малювати,6
1,ахулінамська жінка прогулялася магазин прийшлий додому покупка муж змогти простити ахулінамську карта кредит,13
1,правда вкурвило вихідні хотіти їсти погарному,6
0,лягти 3 прокинутися 6 година втикала заснулий,7
1,охуєнчика забрати носки приїхати вечірка мати прикрасити нога,8
0,встигати нервувал стан притягувал ситуація,5
0,скорше заміж вийти знайда потрібний інфу,6
0,звісно ідеальний жя малюнок,4
0,вранці душа закривати око небезпечно заснути 10 хв,8
1,повідомлення подруга фото виглядати шльондра аву,6
0,зачєм холодно коліно хід трусах ватіна коліно натягнути,8
1,зрадоуйоби померти світ кращий місце життя,6
1,ахірєнно піти жінка зайнятися посуд,5
0,смутньіє сомнєнія комісія жосскай новий суддя число,7
0,проживання Латвія дізнатися водитися тюлені,5
0,взагалі вірити пауля єресь,4
0,дивитися щовеликодня щоріздва шоу сімейний драма,6
1,йобнутий клею надихався клею склеював розбитий серце,7
1,мама пиздата погляд хотітися плакати,5
1,робити взїбут банківський відділення знімати гроші банківський рахунок бездоганний люди,10
1,ше чувак багатий соромно шо багатий давати бідний жінка дозволяти корислива шлюха,12
0,маші багатий фантазія любов яскравий метафора,6
0,вчесть іменини бахнем натою чайочку,5
0,рухатися мести уявляти йти тарілка борщ,6
0,захищений древній магія змогти вчинити зло,6
0,зрадницею зробити чого́ марієтту змиритися,5
0,голос визначити решта рис характер людина,6
0,секунда втратити свідомість їхати велосипед,5
0,вірити див творити чудо щасливий Різдво вамдорогенькі,7
0,піти подихати свіжий повітря випал вікно вєсєла живьом,8
0,бог омлет сосісками политий ке́тчуп поразіт зожмолнія,7
1,бачити гімнілочко стіл тонкий матеріальний забезпечення,6
0,сподіватися щиро затягувати,3
1,гамаєбл помилка блядь,3
1,гаспідар найкращий зна́ти робити гадати ма́ти,6
0,спирт відкрити обговорення,3
0,настрій чудовий всерівно сумненько,4
0,казати хотітися,2
0,звертатися карми люди якї ходити велодоріжка знати робити,8
1,надрачувати дівча ринок спосіб привести відпочинок,6
0,чекати відкрити вісі щоб замутити вованадінг,6
1,дівчинка глупий навчитися простий речення заїбазь пошукати кращий,8
1,ніфіганіраз страшно жінка плакати мужчини писати мігли,7
0,ууу їхати Грузія помазано,4
0,знати шо тикнути варіант хлопець рятувати,6
0,диви́тися позначка 18 рівно ненарок задумуватися 18,7
0,прийтися закривати двіжуху,3
1,пацаниахуєння дорого вартий жінка задоволена,5
0,ааа розіграш второпати нащо прибути вдача,6
0,вчора снитися червоний капелюшка червоний кров,6
1,зробити подруга пизданува відправити привіт,5
0,курва хотіти спати позіхати дихати,5
1,бог їбанута,2
1,ахуєнністю поїхати психульни почути активність,5
0,бік дивитися,2
0,відсоток чоловіків викладацький склад,4
1,підїбати підїбала скотина безцінно,4
0,накручути страдаєш,2
0,розум здоров ‘ ви класно бабця ганяти,7
0,дівчинка сенс дівчинаодногрупниця кішка,4
0,сашко пообіцяти привезди Польща пташиний молоко мілки хочбинезабув,8
1,племінник 2 бачити отримувати паспорт копія паспорт татко розлучені уйобок,10
0,бог любити нащо придумати світ мити посуд,7
0,гарний весілля подобатися душевний,4
0,Львів вийти зустрітися,3
0,боротися вітряк обирати дульсінею,4
0,хлопець надивитися лікар моторика рука,5
1,бля зрозуміти чоловіків йобнутий світ,5
1,умодрилась виходити шавасани трупа лежати спина розкинути рука нога віддихаєш практіки вкінці хруснути страждену шия вставати зробити упор лікоть голова шия хрустіла кінець день лох ета судьба,27
1,дивний дрібниця піти жопогодина привести другий,6
1,заєбала настрій,2
1,дівчина найобуйт кращий дешевий хлібобулочник,5
1,іди нахуй,2
0,пара столик сидіти колишній робити вигляд бачити,7
0,коліно синцях донт нов,4
0,ловити грушки кльово ловити грушки половіть грушки колинебути,8
1,мозкойобством,1
1,прифіга займатися секс батьки,4
1,вйобував жінка водити авто виявитися ма́ти достатньо сила прибити машина дерево,11
0,конспект писало нити слабкий людська натура,6
1,робити вєбіму забути ключ повинен просити дозвіл батьків,8
0,шо вкидування ясно чітко принизливо,5
1,найохуїннішим мати інтелект,3
0,прозорий тільця тонкий хітинові лапки нестримний бажання зжерти,8
0,поїздка родичів змішаний сімях потрібен,5
0,тоже селфі кидати вірити,4
0,мєня трудно найті лєгко патєрять нєвазможна забити,7
0,бабкіна ром бухає яя бабкіна,5
1,неєбала поїхати магазин купило колір червоний чорний прийшлий додому побачити червоний лежати білий,13
1,робити ахуєнчік заплатити просмотр непристойних фільм йти додому ділитися ахуєнчікістю друг,11
1,йоптед просити прощення написати кращий жарт,6
1,непроєбуєм посада можливо потрібний новий робота,6
1,ділає медіасрач лікарня давати порада лікар лікувати пацієнт дорожчий,9
1,кароучі думати номінація мудак взяти,5
0,напоролась відкритий дверцю шафа подерла спина кров хороший початок день,10
0,воу воу флешмоб пройти історія ірми крат,7
0,взагалі шарити шо країна монархія замутити,6
1,цікаво пиздуй гуляти випадок сидіти дома,6
1,відмовляти спокуса гарантувати зробити боляче шо їбанута страждати насолоджуватися,9
0,мама здалеку впізнати фото спитати дівчина схожий,7
1,Захар підар,2
0,наїхати кума внєзапно останній отродіє людство,6
0,Ніна булка хліб хліб синонім буханка хліб,7
1,роздупляюсь щитати лох екселі нравиця дані формула результат пощітанога всьо вапроси бути вапросав нєт якшо шо дізігні сіній нєдостаточно сіній недостаточно круглий,22
0,двір теолоа запізнитися,3
0,спуститися гора офіс лісних звіря принцеса,6
0,єдиний річ груди,3
0,натішитись новий шампунчиком вот,4
1,падєбільно виглядати,2
0,бажати цікавий адекватний пацієнт,4
1,оєбістий пасажир автобус проходити дивуватися,5
1,телефон біс вимикаєшся забути дощ іди нахуй,7
0,думати дитячий резинки заколки дорогий,5
1,йоообан думати довестися дістати високий посадовий штат виявитися призначити маршалкою пікніків,11
0,аввв миліше ідіот,3
1,фак факалку відрости викабелюйси скотина шо син педераст ше означаї шо хозяйство сунути влізти бешкетник,15
1,варіка 1 настілько лох задроти вестися 2 настілько хот задроти гра відривати,12
0,широкий питання звузити часовий рамка настроєвих,6
1,ахрінєт життя Україна зарплата достатній підтримати,6
1,вирішити разом прогулювати інформатика їдальня мудак піти спалити,8
0,новини перший вуста хотіти причетний наприклад пацанів,7
0,ем тві надто надійно щоб розітнулися мережа,7
0,ідіот берегти заодно,3
0,паланік монстро підказка,3
0,обідно « жіночка » 22,5
1,94 ше твітері коноплянка писало відповісти мудак,7
1,світ біологія рослина лох маслинковий,5
1,цяучілка кадєтов дивитися кадетів виблядок обожнюю слово виблядок виблядок виблядок виблядок блять женя кончить сказати ранетки дивитися виблядок кончив,19
1,різний мудаків найголовніший мудак бачити зна́ти шо,7
1,шкло лох,2
0,пара деньків махнути,3
1,робити покупка виявитися очікуватися думати найкращий відправити покупка,8
1,деревяний підар тамзабути буратіно,4
0,жінка луччє бер київський львівський тіхій ужас,7
0,нічний муза жи́ти огорожа ботанічний сад,6
0,взагалі майкрософт недавно зявилися стікери показувати чьом,7
1,виглядати мудак сидіти маршрутка,4
0,зараза перевірити викладач заліком 4му курс асьці,7
0,почати бог дрібниця йти,4
0,відстань наскрізний тема життя провідний мотив чортзабирати,7
0,сииииииній слухати ідіот шикарно,4
1,зробити нуйоптв забути імя забути,5
1,зробити вийобуєш робота вийти країна,5
1,народитися дівчинка назвати поволойобіль батьки зробити поволойобілю народитися,8
0,написання диплом найважче попадати буква сльоза,6
1,припіздалий планетарний лідер знати правильно працювати,6
0,створюсь виливати вийти найкращий бачити,5
1,лох судьбасудьбінушка,2
1,їбанута,1
1,мати забавним блять зробити дівчина прийшлий вечірка пяна,8
1,пасри бездомний змогти працювати,4
0,нога шука́ти пригода постійно падати,5
1,нассал парикмахер зробити стрижку прихований гроші нассал,7
1,лох доля пробити колесо траплятися тодіколи поспішати,7
1,отїб мати розуміти український мова,5
1,настілько глупий голосраченки змогти спасти,5
1,піти нахуй дегенерат,3
0,повнолуння морський свинка заснути,4
1,сьорбаю глінтвейн мужик сцена підарас женя аххах хлібнула всьо пю глінтвейн вперше життя,13
1,популярність популярність должна быть заборонений,5
1,невйобний прокляття людина навчитися,4
1,ахєрєвше дівчина жахливо гадка казка прийтися,6
1,охріньно вміти випити пиво померти голод,6
1,дивно здаватися творити настрій підарас проспівати сумний куплет глибоко зажурений,10
0,тупо перемолоти імбир пити вітамін,5
0,педосах цінники бухло замироточити ілон макск,6
0,стокі купити підписувати договір давати дозвіл,6
0,рєзюмірую здавати кров здоровий,4
0,французький журналіст потрохи реагувати чатіками,5
0,вибратися магазин корейської косметика,4
0,співробітниця прийшлий платіжка 66 знайомий сусідній підїзді 78,8
0,головня людина хвиля хвиля недотягують,5
0,угуу пар вільний наприклад четвер,5
1,братішка лох земля пухом,4
1,8 шлюхам шлюха щитаю дати добрячий диню ненавидіти верзти,9
0,опапаа поділ басистагалан тіп бас,5
0,назначили 16 лютий річний оцінкутак сварили квітуську 16 число 8,10
0,думающо требащоб любити,3
1,деньневийобуватисявтвітері пригода побачити жінка запізнюються ранковий постіль думка,8
0,послухати вітчизняний версія світ,4
1,різноманітність перестати поводитися мудак ображати люди нецікаво,7
1,вгавнооо дівчина парня забути день народження забувати памятаєш,8
0,спати дурко програма вантажити,4
0,останній часом нажми вклвкл попустити,5
1,дорослий мускулистий дикий бик зробити ебалити,6
0,єдиний відро змогти купити відро маїх сльоз,7
1,бляло голова́,2
1,знайти друг висрутити дім,4
1,зробити педикайпедик взяти армія швидко спалився плахта,7
1,говорити овердохєр дружина пристрій,4
0,нєа нічо́го стирав бер,4
1,парень зафігарил виглядати хомяк,4
1,експерд помирати переходити досвідчений рівня,5
0,хотіти зробити масовий анфолоу писати знайомий знати,7
1,запропонувати гнилий робота додати кінець синиця руця журавель небо іти нахуй,11
0,французький німецька питання,3
1,робити пашлінаха прийти друг викидати вікно,6
1,робити повийобуєт йти магазин купувати гроші батьків,7
1,пацани вболіває смисл піти нахуй футбол дивитися шо вапроси,9
1,лт скоро києвіа лох,4
0,пліткуватиякщо взагалі спілкуватися людьмитакий спосіб жиьтя вед,7
1,кривомордіст робити друг плакати північ,5
0,заходити магазин купити хліб виходити вікно бачити ціна,8
0,ізолюй люди непотрібний сскрябін,4
0,хотіти завтра вдягти кеди дощ холод их,7
1,блянство,1
1,ахєрєзнє життя жінка закінчувати дівчина починати бабуся,7
1,заєбок походити дитина дитина походити,5
1,афгєнніш дурний мати мозок,4
1,удівляюсь писати тві наприклад каліч ламаним суржиком дігінірата кусок життя спілкуватися чистий соловїною ше західний акцент важливо компанія знайомий напідпитку тупо поєбать шо пиздю,24
1,отримати подарунок Миколай вигляд бал 907 лох,7
0,робочий тижняураааааааааааааааааа,2
1,заєбалозаєбалозаєбал прийшлий робота порушення розклад,5
1,зробити пердун випасти дорога пройти заслуговувати увага,7
1,остапко поділитися навушниками лох забути вдома остапко хороший,8
1,зайобував прохання бабуся отримати порожній пляшка заміна,7
0,давати випємо дата мама дати тато,6
0,пацифіка тисяча слово,3
1,користуватися нагода передавати наживо тішитися виступ калібанів файному щирий іти нахуй,11
0,вперше життя мршртц сіло гарний дівчина,6
0,замінити цікавіший,2
1,жирьох приїхати додому забрати майно залишити жирьох,7
0,вед Гоголь сіравно хотітися матьйогонищечком,5
0,пройти 12 година зіпсувати життя видалити,6
0,питати святкувати шо шо протверезіла,5
0,цікаво знати план саню стібати,5
1,посцяла знайти шлюбний партнер парний боятися пострадати,7
0,доводитися говорити французький,3
0,відправити місяць,2
0,знати правильно стрьомні,3
1,їбанута згадати випити табле́тка поєднувати алкоголь сука дивуватися біль ясно,10
1,думати енжикафігенчик зробити відрізнятися помилятися однаковий,6
0,влучно кавалок форма ковбаски,4
0,прокрастинація пєчєнькі шанс сходити 2 пара,6
1,бля закрити рот возьми компа крєдіт взяти соха пора плач тоїсть,11
0,обійми,1
0,вік літо радіти школа,4
0,повний місяць вдень фон туман виглядати шикарно містично,8
1,робити гівноякость країна їхати світ порушувати правило,7
1,робити дрочєрский хлопець Інтерне́т починати придумувати жарт,7
0,рубрика колега видати старший глобальний дарувати зайо,7
0,какби перебор скажишо,3
0,бухаю перетворюватися циніка знати,4
1,зна́ти єбав реверанси іти нахуй,5
0,вистачити бабуся подруга прийти всьо,5
0,Італія знайти бер,3
0,підозрілий ранок ніц болитьдивно,4
1,лох продаватися,2
0,3 триматися пю зелений чай слухати бухло жадана собака,9
1,пиздуй казати зачекати казати вертатися заєбав,6
1,зробити опіздала дівчина прийшлий робота прийшлий піздато,7
0,прочитати чоловік черевик подумати читати діккенса,6
0,дєдов – мєльніков парнєй робочий окраїна,6
1,мініатюра шось помогти нахуй хотіти іди нахуй переживати нахуй ето туда,11
1,гімнації говорити казати забути робота займатися ліжко,7
1,наїбніть піти церква дізнатися знаходитися мудрість,6
0,33 відчувати кеди плавляться розпечений асфальт,6
1,бісиш перехідний вік мудак,4
0,дратувати відкладати завтра завтра наставати,5
0,житиразом тві постите черга,4
0,москва сльоза́ вірити нє спроста нє спроста,7
1,ділає красножопівка бажано посміхатися дивитися зеркало бачити красень жопи,9
0,покращити настрій ніч–скинь люди фотки дно просити,7
0,розуміти нашо орати телефон,4
0,розтягнути 6 безтолкових сезон,4
0,гарний закохані видно насолоджуватися день щодня,6
1,починати лічити фотками йти нахуйнахуй прохання потрібний вилизані пласмас пасажир повний повно,12
1,сльоза око схуднеш зрозуміти любити їбанута жирний,7
1,любити культурний переклад фільм говорити шлюха шлюха розпущена,8
0,бісить необхідність їсти щодня,4
0,сидіти переглядати помади малий лягати спати,6
0,внєзапно вирубався випасти жизні година,5
1,нєвїбєнно жінка ма́ти друз готовий платити любов,7
1,ділає блядівота просити працювати відступається,5
0,луччє забути шо догадатися,4
0,година день лишати вбирати необхідний кількість вода,7
1,змогти зробити пиздєць,3
1,шось лох останній рома общацця,5
1,триндлива їбанута,2
0,доброта чіпідейльства тиждень,3
1,мертвий шльондра живіша вранці,4
0,якомога подорожувати літо,3
1,місце хорошедиректор мудак,3
0,люди енергія виявлятися фені сидіти,5
1,всьо пачіму всьо патамушо бісовий жизні люди стан цікаво подивитися живий думка щаслівий чілавєчєк люди пасрать жизнь божи попасти болото ооо привалять позирити шо лох,25
1,урод поробити лишатися забити хуй,5
0,пасивний куріння кальяну прямо кімната замовляти,6
0,головний біль другорядний розмовиз,4
0,щастя книжка вміщаються полиця,4
0,нууууу співчувати казати робити нінаю,5
0,лоба дзеркало дошка мотивація твіттер май дописати чернетки море,9
0,хотіти пєльмєшок їсти макдо кубіки підзапливти шо дєлать,8
1,напизділо прийняти,2
1,невсеремосний провалитися життя,3
1,аяєби ма́ти серце вирізати заміна память,6
1,прийобується худше жінкиполітика жінкаполітика прийобується випити,6
0,нп працювати 21 посилка поїхати відправити 20 успєх,8
1,бабуся вкурвлена змогти відкрити двері,5
0,день зробити Леонід позивним льошка Вінниця день щирий історія,9
0,мистер пиклз трешовий,3
1,курва провтикав 2000 твітну лох,5
0,сексуальность нє затуманіт разум сіло воло сільна,7
1,лох забути взяти документ провідниця пустити документ,7
0,згадувати чита́ти розумний адекватний ставати встидно твіт,7
0,початися лізти,2
1,кароче їхати маршрутка підар підбити йобнуло маршрутка помята фара відлетіло йти пішки,12
1,повсиру життя,2
1,жьіп жартувати голодний люди достатньо голодний,6
1,биздіт зробити мати палець поставити палець грамотность пропасти,8
1,розуміти хуєсосе нахуй повернутися вирішити тікати нахуй малорос маларосав давати жопу рубль любити зїбати хайпі зневага да́ти тупий когут родіна сьінок гдє жопа теплий мразота,25
0,тількитільки закінчитися прищі починатися зморшок жіночий,6
1,вчити польський мова лох,4
0,4 підводити приємний сюрприз,4
0,344 тишком їсти вечеря сніданок,5
1,нити скоро зно прагнути чимшвидше написати школа іди нахуй,9
0,прийняти Донбас біженець Львів,4
1,дочекатися пиздуй спати,3
0,28го заважати святкувати разом нг,5
1,заїбалась утримувати життя піти пиздуй памятай дорога,7
0,завтра створити партія правильний смайли зняти замочок почати створювати список,10
1,капец важко нібя мразота відмовляти допомога,6
0,всімвсім собачкам боліти,3
0,підписати Іван штафета,3
1,офігієш день працювати замінити,4
1,нігери ма́ти мозок важко зробити,5
1,блять Хмельницький зайшлий пиздлива бабера купе чути цу роздавати любити сів поїзд закрити рот заважати люди,16
0,блято шк закінчити бляяяяя,4
0,пісяць пити праную тримати алкопіст,5
0,мороз рука настілько гаряч топити сніг,6
0,чудесно сценариста ранок виспатися,4
1,ахуїтєльно бабуся проходити двері магазин підігріваючи продукт сумка,8
0,варити останній вареник 5 штучок хороший швидко закінчуватися,8
0,знаходити кишеня змових куртка гроші квиток електричку,7
1,зробити мати дружина мордячка пробувати,5
1,охарактеризувати жінка охова дощовий палатка,5
1,виїбеш синіти невдалий глухий,4
0,погода підказувати сидіти день вдома,5
0,чекати Вінниця захід Україна Умань,5
1,змогти афігєзнішим мати одежа,4
1,жінка нахабний жінка хотіти популярний залишатися одиниця,7
1,глупий змогти перехуярити муха,4
0,почуватися мама вчителька молодший клас сварю неслухняний дитина,8
0,виткнула душенька ніс світ звомпила пустити озабужко,7
1,обсерет магазин залишити оплата затриманий посаденити відповідальність,7
1,випадок злочинець намага́тися зробити винний останній нормальний люди мразота721933994825236480 …,10
0,гггг діти камяних джунглів взяти,5
1,всрала мама син дитячий садочок прийняти потрібний навичка діти,9
0,слово повернутися закрити,3
0,згадатися дитинство оляля жувати журба,5
0,винести попити піти випустити,4
0,видно вапщє впєрвиє жизні львівський оперний піти враження вистачати,9
1,насос питатися нездорово,3
1,приблизно звонить будильник діааан іти нахуй спати вставати Юра вимикає будильник,11
1,ахуєнський чоловік приходити додому жінка ахує,6
0,сфоткати паче писати твіт,4
0,година пузатої хата оголошувати відкритий,5
1,відросте походити уйобок,3
1,вийти почати читати знизу верх перший секунда піти нахуй,9
1,засраність красивий бачити ранок,4
0,місяць непоганий результат тренить Фрідріх вчити,6
0,климчук тві зафлудила реплаями,4
1,виглядати лоханута,2
0,місцевий влада мати перерахувати кошти,5
1,попередній мудак гарно звучати,4
0,Азаров стан премєром найгірший папєрєднік,5
1,піти нахуй,2
0,машина донецький номер бачити,4
0,зрозуміти вірити усейну болт чувак чувак зробити,7
1,зробити природа зустрічатися книжечкихуішечки закидати гранат піти дім,8
0,око переживати зїм контрольний,4
1,найобуєш життя наркотик,3
0,2 тиждень 2 тиждень звільнення вечір російської лайка голос,9
0,мінєт ма́ти зробити підписати,4
1,ахуєввал дівчата батьки забороняти працювати жах,6
1,максимум пасхалка їбанута стріляти уявний лука,6
0,казати вдома гострий ніж комплімент ілі как,7
0,усвідомлювати завтра понеділок хотітися лягти заснути прокинутися пятницю,8
1,патамушто лох кредо жизні,4
0,відпишетеся сказати день слухати скрябіна диско,6
1,вийобуєшь мати сліпий друз,4
1,знайти робота обїбошитися,3
0,сидіти пю кава душа шкребуться кіт,6
0,мама відправляти скайпу стаття заміжжя натяк 21 століття,8
1,вийобується вийобується дивуватися шо підор мудак,6
0,щоб плакати гроші,3
1,радіти йти школа субота йти репетитор 9 лох,8
0,май оновлений інсту май новий стікерів узяти,7
1,момент бляха цілий вечір відміняєш дзвінок сука їбеш скотина сказати,10
0,розуміти фентезі бог керування вода́ бляха політ,7
0,горло лежати асфальт траса київодеса,5
1,лол шось правильно тупий шось правильно пояснити задрот подвійний стандарт щоб казати шо їбанута,14
1,ахуєніше коробка пиво коробка пиво принадлежати афроамериканець,7
0,подзвонити сестра триматися триматися,4
1,Буш битий їбанута голова оптимі́ст казати,6
1,написати твіт фанаря 100500 лайків думати вічність редагував 140 символ душа вкласти хуй лайк чмо їбане,16
1,любити мінолту думати їбанута угода спокійніший гг,7
0,данські режисер бувати безпощадні,4
0,дощ шкрябає вікно цуцик хотіти впустити,6
0,твіттері підписувати смішно шутить різниця душа,6
0,викупаєш оперативно реально око,4
0,форумвидавець потрібен товаришдругносій покупка ноша малий,6
0,тааак відчуття вільний падіння,4
0,гірший 20річної ідіотки 40річна,4
1,уйобок робити боляче,3
1,неїбаш зайняти важкий робота правильно працювати,6
1,Марина вийобує мусити носити маска магазин худи довгий вийобується залишати відкритий,11
0,телефон виправляти стрункий сирні дивуватися,5
1,найкращий спосіб провести свято поїхати похід затраханість зустрічати,8
1,подібний дрисла життя безнадійно,4
0,мама вчора Інтерне́т початися,4
0,завтра оголошувати тиждень самсклепавдетоксу,4
0,раздватра іфюноувотаймін будильнику врем'я колокольчіков триматися,6
1,зробити говнорева поїхати закупівля купити другий говнорева,7
0,надобраніч цілий носикпух,3
0,сильно заливати хотіти приїхати стіна,5
0,фанатіще бро круто писати,4
0,переживати змогти передати цікавість есе,5
1,ебучими ботами трапитися почати дружити почати ебутися,7
1,тиждень лох нагадати місяць,4
0,компанія пошлую знайти́ рокккккк,4
1,знати шлюха кароче шлюха7,4
0,купити 1 табуретку дошка довг додатковий лавка,7
0,розмалювал дракончиків розмальований сфоткала спішака,5
1,йоблочка ліжить дорога налякати піти,5
1,напіздярив бабуся зрозуміти сучасний технологія,5
1,всьо абідєлся что нє мудак пошел ісправлять,7
1,поліщук попередник прибрати ща принциповість совість честь шльондра,8
1,бісить ооо приїжай погуляти побухаєм ждати кинути дєла діло робота срачка болячка хотіти друг піти година робота вночі Богдана Венеція приїхати йти нахуй,23
0,підлещуюсь коханий щоб пустити вихідні кий іщьо пока тщєтно,9
0,гуляти співати пісяй танцювай мармулядочка,5
0,період звільнення питати,3
1,німеччина мер місто гей йти вулиця тама києвіще зрозуміло мер гейа підарас свикладач,13
1,курвег йти бар давати пити,5
0,кек перший канал другий щас,5
1,кінчати раз тікати уйобок,4
1,йобніт боротися бабуся картопля виграти,5
0,реально часом хотітися прокинутися,4
0,народ гаркнеш,2
1,робити паєб курорт залишатися берег плавати,6
0,дивитися третій кіно чанінгом татумом ґоддемніт,6
1,посрібніша посрібниця глупий посрібниця,4
1,бляндіначка найкращий знати робити приймати готівка,6
1,май 69 бал історія український культура смішно плакать хотітися нє хотітися ненавіжу культура прєпод підар,15
0,складний минулий ізі принаймні складати,5
0,чого́ странна кльові музика перш черга слово дужето странні,9
0,третій четвертий хвалити глянути,4
1,вартий жаль казати незрілий мудак тип,6
1,офуїл життя,2
1,підар,1
0,побачити повня відео дітими лугаська шкода діти,7
1,придумати відповідь сміливий дівчина казати сорі нє їбанута,8
0,дома купа вкусняшок знати хотіти мати жерти щасливий,8
1,робити нафігач робота дивитися тнт хотіти залишати коментар серія,9
1,найгірший недоїбаєш друз повинний приймати промова,6
0,16 хвилина початок осінь лю лю,6
1,робити говніще день народження святкувати поява світ,7
0,ґуд найт тві хвилюватися берегти гарний сон,7
1,кітгівноїдка прийти парень закрити двері батьки знати кітгівноїдом,8
1,зайобка мати плече раз дискримінація,5
1,домовлятися зустрітися 730 забуив лох,5
1,прибрати ніку львівський ганьба місто – написати українець піти нахуй кацап,11
0,особа чоловічий стасі наганяють повітря резонатор видати звук,8
1,вперше місяць гра шахи трапитися мудак москви доводити Крим російський,10
0,погода хотітися здохнути,3
1,любити доводити люди стан іди нахуй,6
0,триматися софійка розуміти важко,4
1,малювати мудак,2
0,хотіти кий стрибнути дійти,4
1,наїбенити дівчинка улиця даже відхилити маривони,6
1,курвисько підар ващє приходити уєбан міхуїл стояти сука,8
1,деньбезхуйний пройти випічки залишитися хуя,5
1,фото документ лох,3
0,вранці план будува́ти хатинок ковдра,5
1,ааааафігєннно провести вечір магазин домашній тварина,6
1,ахєрєзно низький заробіток ма́ти можливість дозволити проїхати відпочинок,8
0,реально годноту твітять,3
0,стомитися шо боротися бажання поїхати додому убером,7
0,мислення слухати добрий взагалі прекрасний,5
1,зробити подругі поїбало нога поставити поїбало нога,7
0,річ дедлайн 2 місяць змусити дописати історія кінець,8
0,годувати люди,2
0,тьісячелетяти узкая йти пити водкі нєт,6
1,простий істина уйобок лишитися,4
1,зробити побачити говнолюда викликати поліція заразити ганьба,7
0,казати музика здатний надихати допомагати надихнути пісня,7
0,снитися майбутнє снити пт сб більшість випадок здійснюватися,8
1,пиздец їбанута ясно сказати дивитися тентаклі,6
1,впиздячив мама наскілько постаріти,4
1,ахуєнно безпристрасна суспільний структура давати можливість різний група люди використовувати дискримінація будьякій основа,13
0,почати читати реплаї рептилія,4
0,дивитися відьм нови́й канал,4
1,йопрст площаді йти кричати падати болючий,6
0,добрячий горнути тві багацько знайти,5
0,грітися нетбуком дивитися римський канікули,5
1,дойобують жінка заробляти гроші чоловіків,5
0,дівчатко хлопчик спати добраніч,4
