text_preprocessed,label,len
крч 8 розклад так щоб вийш квадрат сум,0,8
чотир шаурм не зрівняют з двом книг повір,0,8
між наш робот тепер чотир кварт поділ ми повернул,0,9
що каж жидодівоньк кол йде до бар ог я ма запаст грош на пив жид,1,15
сусідк з гуртожитк в сво транс висказувал як я їбанут бо не знал шо я дивл ну кароч ком пізд буд,1,21
що за пиздецьк намагаєш зробит ж не здатен,1,8
що зроб аяїб кол поїх до ресторан залиш сво думк на двер,1,12
гавнолюдин думают що їм дозволен,1,5
це демон ні це кавун сестричк здолал кавун всіжінкивідьм,0,9
шояпиш дуж помічн мо депресняк твіт,0,6
я в яремч з франик 2 годин їх і то стрибаюч по зустрічц,0,13
шо я одн сумнів щод тіє ком,0,7
і якб чоловік народжув вон помир больов шокуох бідос,0,9
що зробит якщ тво другапідар не мож правильн сказ сво ім підкин ї словник,1,14
нєхуйов не досягаєш ніч в житт,1,6
афігенніст йог мам так велик що могл прийн йог двох друз одночасн,1,12
ну і пизду з мог мюзиклу00,1,6
йобтвоюмід дум що всі люд дурн ал найдурніш з них,1,10
проїх через нетішин так враженн ніб мен камбекнул на рок 40 назад в чорнобил,0,14
а це нормальн кол думаєш так не свог а чий кот,0,11
якщ ккурв ма прав то батьк ма прав на півлитр пив,1,11
дівчат сказ шо я квіточк бо цвіт сьогодн ув ден пит чим підлив,0,13
що робит курвал кол йом див що йог ласкав прийнял дівчин прост посміхаєт і дум гарн що не порог,1,19
еххбідося сказавзаход в гост і слуха сво музик через мо поган навушник ал ж відмовиш і іде їбанут,1,18
що ж з жирдосік не так не мож подружит бо занадт жирн,1,12
здавал ок у мен ж ще півкниг цікавезн новел гавальд,0,10
у передн охблях наступн проблем не мож знайт сво шляховин,1,10
страд за чувак напрям підтримув терорист не дуж хорош іде,0,10
що говняш мож зробит тог щоб підн настр ніч не зна працюв,1,12
дум що люд як працюют в банкихуянк прост не мают достатн розум щоб працюв в місц,1,16
ну шо донецьк люб город может спат спакойн почал сдньомпабєд,0,10
мі хлопец так смішн пручаєт з крик прибер ніж їбанут я не тві хлопец,1,14
я не каж що мудак ал кінцев потяг київпідорк знаходит у теб вдом,1,13
що де можн знайт найкращ ебан у сват,1,8
нач над скінут до заводськ налаштуван,0,6
встал о 8й заплющил оч ше на хвилинк 1122,0,9
в мо клавіатур нем пят літер алфавіт шоз,0,8
що найкращ говносайт що вон нікол не закривают,1,8
на шпагат за 30 дне чьо нє один раз і навсігд,0,11
бабус не відсутн нікол відпочинок доброт,0,6
оооо дяк за відгук я план цьогоріч випустит лімітован кількіст календар,0,11
якщ не можеш знайт гамніц то можеш звернут до своє бабус,1,11
черг друз розсварил так хочет стукнут пот обматюк а післ цього…,0,11
краш вже штамп в паспорт ніж мі червон писок післ ціл дня на сонц,0,14
а ще потяг в цьом міст залізничн потяг мают душ і почутт,0,12
мож пок тільк віртуальн показ ще нем що трим ал буд,0,11
ахєрєвш на цю дівчин прост жахлив так гадк що казк не прийшл на не,1,14
жінк можут вільн вирішув питанн власн здоров,0,7
бєсіт кол з тоб ніхт не хоч дружит,0,8
респект чоловік за конкретніст набагат швидш і приємніш вирішуют питанн,0,10
дивл фільм знят студіє довженк і дум оц що зараз розвиток кін,0,12
4200 фоловер может будит мен о 420,0,7
ну я теж збир піт в магазин тканинифурнітур,0,8
ця дівчин дуж талановит віддан своєм професі,0,7
є сподів мен вистачит довш ніж на тижден,0,8
я не певен був не мудак ал вон варт одн одн в будьяк раз,1,14
значит у нас один спосіб житт бо то я а ще інрд забув їст пар днів,0,16
ні в як раз залишил тільк купит квитк,0,8
висиранн це найкращ спосіб тих хто не вмі використовув досконал технік захист при знаходженн друз,1,15
ну я почт соб вже назбир на не ахахаз,0,9
ця пятниц підарас,1,3
засценн щоб морськ павук не при гарн світл побачил теб,1,10
британськ вчен щойн встановил що білобрис мудак ретвіт термінов,1,9
ні чорн там зелен якраз нов як я купил щоб днів кол багат лазит,0,14
прикурюв гілочк з багатт і чек літер а проходит ваш вечір,0,11
бздуріш щоб зрозуміт що маєш в гол,1,7
вноч пішл спат ал враженн шо не туд ходилач не дійшл не там пришл,0,14
у пиздат хлопц пиздат дівчинк,1,5
бат спас привіз дєнюжк на нов,0,6
що зробит якщ тво педосяцтв перестал працюв прост замін йог на педосяцтв ког інш,1,14
заїбаш ус своїм глуп пропозиці,1,5
див кол хто каж шо в ньог поган ден ніб в теб інш бувают,0,14
дочит друг книжк хюгг і мож чит лекці,0,8
1 бо я охуєнн 2 бо якщ я лох в моєм житт хоч що охуєнн ма,1,16
тві а де можн купит заморожен вишн якщ лет красно пропел де продаєт,0,13
якщ будеш працюв в медіаблядв то будеш заробл мал грош,1,10
тут мают на уваз частин тіл порівнянн членистоног зно на 200,0,11
ніфіг не дибіл і любиш андр,1,6
що зробит якщ всциканн ста занадт поширен прост заблокуйт жінок в дом,1,12
якщ адінх використовув продаж наркотик то змож заробит багат грош,1,10
я хоч зараз визн що підар,1,6
вмик вагоновожат і замик на кафедр 6 хвилин до перерв,0,10
сидж в парк з ромашк чек на панянк прекрасн понеділок,0,10
зненацьк привіт з професійн свят о,0,6
втрат берег і чом здаєт що і не,0,8
захар підар,1,2
дивл на деяк пар шар шо в них прост не вибор,0,11
дуж раптов хоч подивит фільм макконах,0,6
квиточок на концерт крихітк вже при мен так що розказуй хто ще буд,0,13
нікол не задав питанн хто пиш ху і підар в жіноч туалет а я щойн зад,1,16
я не ге я підарас це різн реч с,1,9
що робит пахермахер кол йом не потрібн пахув сидит на кра рік і плач пахермахер,1,15
що ма зробит мордашнік щоб привест себ в порядок поїх до парикмахер,1,12
чом нубл не можут знайт партнерк бо у них нем достатн грош щоб оплатит дат,1,15
я дуж далек медицин і мен вчител сумн з тог,0,10
що зробил гівняшк маленьк аборигенчик кол йом випал перш зустрічанн прибр і почист гівняшк свідоцтв особ,1,16
тільк що світл чист дос пір не в мен,0,9
деяк кажут шлюх а деяк кажут ма мозг і тіл і тим користуєт,1,13
що найгірш в педик що йог не можн використ приготуванн страв,1,11
що зробил жирдя кол поїх на візит до доктор забув заплатит за послуг,1,13
що залишаєт курвапціваньєр кол закінч йти по дороз залишок дурниц,1,10
тп™ не тільк працю прот україн в ціл ал ще мразот котр тра пошук ал реакц буд на ді суки761967602939883521 …,1,21
свят ванільнопіздат прийшл це значит що ми можем ще більш надраз пошкодит своїм близьк,1,14
дівчин відчул себ відновлен здоров,0,5
скор 22 а я ще ні раз пив зуб не відкривал вобш так жит засміют же,0,16
лайн зачухан йди звід і не бі мен,1,8
мініатюр я і люд я мож тоб шо помогт наху я хоч щоб у теб добр ід наху я ал я буд пережив наху ет туд,1,26
я не зна де жит з вересн камон,0,8
якщ я так буд празнув уход то я уйд не тік з робот а в мір інн,0,17
мен треб як спакув реч до післязавтр а в мен прост тотальн ноуайд,0,13
йобт цих люд що не знают ніч україн,1,8
сподів доросл житт це не я жив бо я не хоч напост брат кредит щоб закрит інш кредит бо шеф мудак а я довбойоб,1,24
а хіб я що казал прот карток проїзн,0,8
карм не сук підарас,1,4
норм я сходил на фільм шо ще тік дод їд,0,10
що мегаахуєнн це кол дебіл не мож пон прост річ,1,10
настільк глуп що поєбєнчік не можут теб врятув,1,8
53 під мі дім виходит так шо ніч не далек,0,10
потрахайт з ваш преподавател,1,4
зна шо я вже задовб постит сплін ал выхода нееет,0,10
що найкращ нех ніч,1,4
що зробит попідйобув кол забув сво ключ вдом викраст з будинк своє мам,1,13
а в ччом складніш одружен чоловік до одружен жінк це не дуж складн,0,13
ця людин зна всі лігасмішн жартик і пот обійм я всьо пасіб,0,12
ці сни мен збожевол кол хоч бер і не спи зовс,0,11
що найгірш в охігезн людин що настільк глуп що не змож ніч зробит свог благополучч,1,15
що так охурмєл мам зараз з жінк що на 10 рок старш ніж,1,13
що каж курвяч до інш курвяч а ніхт щоб мен слух,1,11
хто ран вста том бог каж пизду на робот сук так,1,11
бож пизду до моє сестр,1,5
віддавайт сво грош найхуйовіш люд,1,5
йо це вже треб жарт до 1 квітн збир,0,9
офігенськ глуп,1,2
заварю то останн до кінц вижм всі йог сок,0,9
дум з дитин теж так змогл ал інкол і вдвох треб,0,11
рік назад мен ше в тві не нє де весн зим,0,11
в сучасн мистецтв дівчин мож представлен у різн контекст з різн зміст,0,12
навіщ потрібн друз якщ вон не кажут що у вк зявляют безкоштовн стікер,0,13
прівєтік макс вапрос два за чє счьот банкєт кто дайот дємард дєнєг і пад чьто,0,15
уявил ван чит це твіт і вимаг в мен зп 1500 грн,0,12
шампанськ треб пит бит в голов ал відмов втрачаєш що важлив,0,11
що зроб з гівнотвітер щоб перест пост надсил прост заповн йог гівн,1,12
нетакойсруцк не вмі ніч робит том йом приходит господар бар,1,10
саб підарас крич,1,3
баб відд ус сво сил щоб заберегт рідн мов культур,0,10
так пацан і пацанес у мен тут чог телефон не заряджаєт дуж весел,0,13
піш наху,1,2
що зробит якщ бажаєш позбут грош приватбанкїбанку,1,7
лайнов ранок з лайнов сніданк вив мен з себ,1,9
ахрінєт житт у україн зарплат не достатн щоб підтрим себ,1,10
мі сир шльондр,1,3
лох нєху залив,1,3
що пердежит до бабус як не ма діт ніч ж пердежит сам,1,12
ахірєт відійш на відпочинок до гааг і забув принест грош на подорож,1,12
час витрачен на хвилюванн і назавжд безповоротн змарнован ©,0,9
незаміжн невдахахіб інш ма значенн робот виставк статт нагород,0,9
якщ ніфігасоб то не маєш ніч цікав сказ,1,8
найстрашніш кол їдеш і розумієшщ поверт вже нікуд,0,8
а хто то лох у котр при 30 захворіл горл це ж я блях,1,14
встановлюв сьогодн оновленн в замовник а там технологічн вікн з 5ї ранк,0,12
навіщ ж людин потрібн ватн обнут якщ у не нем голов,1,11
дівчат в уґґ серйозн а що робитимет при 15,0,9
і при мікроскопічн дослідженн нагад цигарк,0,6
то кажут в народ раз не підарас,1,7
уч фєдч у теб задатк каж сол на почут цитат олдюзер,0,11
вже 22 хвилин слухаєм містер дудц остал ше всьог лиш 9 годин 38 хвилин,0,14
так вигляд лох як не можн пит бо за керм запамятовуйте83,1,11
у теб триденн колюч щетин нов препарат заїб скотин,1,9
ліх принос чудовиськ і пар чорт ал у нас лиш один чорт,1,12
дяк за це чудов факт перед сном неха наснит мен ебол,0,11
довбанул мам до діт і казал поспішайт закінчит домашн завданн а я підем продав ваш брат у торгівельн двір,1,19
крут прост не всі зрозуміл масштаб робот я ще раз дяк за поясненн,0,13
прост в мен на телефон 6к фот і ког і там тільк нем,0,13
співчув в багатьох хат люд помир у нас он теж в обох,0,12
роб проект в центр так хотіл побрейнстормит з тоб з цьог привод,0,12
а тод тат хто так хохл і хто так українц,0,10
що я мож сказ 2015й рік що закінчуєт тут хіб цитат відом гурт курган підійд пиздуєш ну і пизду,1,19
і мен цікав фахівц а ці мемуар внес в список на прочитанн дяк,0,13
дяк ал через 1 хвіст точн не виженут тим наш деканат не ма прав,0,14
аксіолог гносеолог онтологіяех шур робит шпор,0,6
що каж жирн людин кол йде до доктор добр дня доктор це мі жирн привід,1,15
ще лев толст сказ що мудак,1,6
не замовл суш в егерзунд кол хворієт грош на вітер смак не відчул,0,13
кол тві батьк підар я знав я знав і знов так що в житт що і твіттер мен відпис батьк,1,20
післ перегляд кінц англійськ важк сприйм говорит інш мов,0,9
в педос це ранокпочинаїц не з коф а з гиноцид вареник,0,11
уйобок всі без виключенн станці швидкісн трамв в києв відремонтован дореч мраз я не бач син галочк верефікаці твітор на твоєм акк бот 1метрхуївуротіпідор,1,24
не лох якщ не лягаєш спат,1,6
ок моєм кактус більш 2х рок пор йом вже як ім дат серйозн так,0,14
ревнуют мают незрозуміл потяг це ж люд вон дивн,0,9
ахрєнітєльн що багат люд вір в що вон можут зробит без допомог бог,1,13
ходил на стар робот заварил мен кав в мо ж чашк за 4р там ніч не змінил,0,17
що робит відпідарасит післ тог завалил іспит йде пошук нов жертв,1,11
приїзджа до луцьк підем на флюрограф,0,6
у мен відчутт що гулял з моїм знайом,0,8
всцял шахра сам виплачуют податк,1,5
зна що у фін ус можн повернут а щод ризьк аеропорт на жал хз,0,14
ахх мен так вже друг говориш тип за творчіст мо можн хватил у всьом інш мудак,1,16
не довіря бол не довіря сльоз а ще слов ашеаш вчинк,0,11
может прост сказ під а пот не піт буд більш мотиваці прокинут,0,12
нарешт в мен прокинул активніст щоб розібр реч,0,8
кретинськ сво роздум залиш при соб а взагал ід в срак,1,11
кращ сон я не противник читання за здоров,0,8
якщ не залетіл і це не батьк шо мут то їбанут,1,11
наступн ахуєннішн річ як побачит це житт без моїх друз,1,10
мі синочок йди приголубл а пот пизду кур поїт,1,9
що гівн нєєбічєск по дороз до робот треб платит за паркуванн,1,11
з так температур вдягт назад футболк замота в коцик і відпочива,0,11
тепер я підарас,1,3
маєш пофігістк інтелект,1,3
тепер новорічн настр дуж вчасн єє с,0,7
хахах бля а я дум що за рожев чмо в мен в стрічц,1,13
зараз і сам в цю хвилин у студі лєнін джазфестивал,0,10
що робит обдовбиш з партнер ніч бо втіх в куточк,1,10
я шиппер мартін з принцес я не зна хто йобнут,1,10
молод фахівц ведут на сучасн офіссмачн плюшк і корпоративн фітнесзалал то так хєрнякол начальник мудак і робот не до душ,1,20
ур за них найбільш переживал якщ чесн,0,7
ненавидж мікрохвильовк сидиш лох ї холодн ал ж тут бонус гаряч тарілк,1,12
кол хорош так кол гнилуват ващ нє,0,7
що зроб дохуївш працівник кол йог звільнил прост под дохуївш заяв зарплат,1,12
йобнут сантиметр чорн хутр ну до задираєт,1,7
ллошарік живут в ліс ал можн знайт в метр там вон продают алкогол за доступн цін,1,16
а лінк на статт це прост картинк і,0,8
а тод зрозуміл у нас ще ранок я не прокинув,0,10
що пездейшніш за це кол тві друг забув тво ден народженн,1,11
ну мен виділен лиш сьогоднішн ден на хворінн том без варіант,0,11
що афігєют ма зробит жінк щоб завадит хлопц ніч вже афігєют,1,11
я зараз в кращ традиці порнух випадков обкапал себ воск зі свічк,0,12
що гівнокодит глух гівнокодіт,1,4
через 6 хвилин виходит а я щойн помил голов стил житт,0,11
поприбир в квартир попрограмув,0,4
хто сліп лох я ал адаптер до зарядк успішн знайшл правд один на двох,1,14
що зробиш якщ тво подруг пизданув відпр лиш один привіт,1,10
так дурн що повйобуваєш,1,4
знайшл мил ванільн брошк і дуж не тіш,0,8
блядк не мают мозк ал мают дуж гарн груд,1,9
побуд щаслив бо лох с,1,5
ал бід в тім що деяк забувают вийт з ціє рол,0,11
хоч назад в 1011 клас що згад ал діт нем розказ,0,11
що жид будут робит кол вон запишут в хат жидоакц,1,10
якщ думаєш що тво обдовб добр вигляд то вигляд що не бач мо обдовб,1,14
старбакс старбакс і ще старбакс сорян,0,6
повідомленн подруз на цьом фот я вигляд шльондр так вже став на ав,1,13
де це підар,1,3
так давн не раз текіладв текілапол що вже не памят це,0,11
наркоман думают що поєб кращ ніж прийм наркотик,1,8
був що пісн серц ста прост,0,6
хто тут йобнут бо рев через конц канєшн знов я,1,10
бачит теб надрочув,1,3
а якш мен кинув то тип мудак,1,7
я сьогодн жостк напил пертусін кхекх еротичнийголос арр,0,8
кацапчик подарув шоколадк колег пригостил кекс ідіт наху не затягнет мен в сво цукров сект,1,15
ідіт наху з ваш вибор,1,5
не фоловл теб том не дуж в курс сам так своїх 11к набр,0,13
незнай людин і звичайнісіньк фотограф ну не коспл ніч так,0,10
та вже так научан і головн правильн робиш,0,8
що робит лохан в бібліотец шук сво місц дреманн,1,9
обережн матюк я знал що путін йобнут ал щоб настільк вже охуїт забер сво йобан військ з моє країн,1,19
прийшл звіт таємн покупц зараз буд ког мачіт в сартір,0,10
ну я лох виходит 120грн,1,5
в сальцов прост ніімавєрн файн аватарк,0,6
з тим як зараз затримк на поліграфі ще хто ког чекат,0,11
що за дивн дрібниц один піш в жопогодин і прив друг,1,11
невж це так важк прибр гівн за собак сук собак сам не мож це уйобок туд вив погул так в чом проблема832633414192820224 …,1,23
що охуїваєш так що глух можут теб чут,1,8
дівчинц важлив займ спорт в школ,0,6
це вимоглив кавоман точн розкритик,0,5
пизду англійськ вчит,1,3
набирают персонал робот в студентськ департамент то мудак ідеальн підходит,1,10
жопоблок найкращ шляховин нерозумн люд,1,5
7 гравіт фолз біл то коханнячк 8 музик гарн люд дощ хмарк собак тві,0,14
рижик мудак рижик рідкісн 3,1,5
ід наху ки я теб нікол не люб залізничн вокзал « київпасажирськ » 4176,1,14
житт це втрат за втрат в кінц втрачаєш себ,0,9
том шо нормальн мужик розбирают щінк уч,0,7
прокинет через годинк а я тут вже понатвічувал,0,8
що каж пердл до друг пердл поспіш пок ящ приємн не відбул,1,12
пиздув так швидк що йог дівчин прост пиздувал радост,1,9
чом посцял не мож знайт шлюбн партнер том що всі парн бо пострад,1,13
не сказал що мудак принаймн над на зціленн аб я прост хоч трох вірит в люд і показув їм я бач світ і сподів що вон побач йог так сам це мі спосіб активізм ал запит себ що зробил нат а нат піднял планк,1,44
лорак гарн заспівал і кліп крут ал в контекст останн под і позиці щод них співачк повел себ цинічн брудн шлюх,1,21
кожен розповід сві гріх я чак басс,0,7
я хтіл відфотошопит і дельт теб поставит от лох ах,1,10
мудак хоч вк відп пріліч,1,5
обдристанн буд хорош способ показ сво люб до тог хто займ друг половинк одраз післ тог позбавит йог заробітк,1,19
вер пьорфект якщ на кінец дня стат учасник аварі,0,9
житт це що мин пок скролит стрічк твітер,0,8
у мен не був трет аб я біж за тоб з нож і дик люб мен підарас аб мен взагал не цікавиш,1,22
а якщ сам мудак це ед,1,6
я дум варт уяснит шо чмо це мудак як ми забуваєм а прост мудак це мудак у як шан якш перестан мудак аб без тог тут уж сложн,1,28
блін кол йди наху я кращ побереж сво сердечко97043,1,9
бляяяяятб йдет до диван а з ньог бляяяяятб три виск,1,10
наєбашиш у ці кімнат,1,4
закр сво добр в соб і пизду спат,1,8
жінк повинн мат доступ до так жеможливост і їхн колегичоловік,0,10
що там блял у теб за голов,1,7
що робит довбнут доходник кол йом нем робот йде на базар продав сво діт,1,14
єсл в теб пропад голос я тя наб понятн,0,9
що прийшл з випиздируснюзх ніщ бо йог забр ще на початк,1,11
висновок сьогоднішн дня я лох у всьом,1,7
семінар з спр у дружн атмосфер пан,0,7
бо я вже ціл 15 хвилин не мож завяз бантик на спинц сукн аж ног туп,0,16
втопил сво безкінечн журб у кав з лікер а ще там втопил мушк ал робит це твіт менш трагічн том ід наху мушк,1,23
васил петрович звучит не надійнон змож дяд ізят поріш,0,9
ціл гамм емоц прост треб розкласт по місц,0,8
йду я пєт кол мен не можн в карт виграєт с,0,11
лох і лузер,1,3
я не зна хто це бладж ляшк олєг ал мудак о я зна хто богат мудак до реч,1,18
павл гриб вже покат дякуєм йдіт нахуй984746080440147969 …,1,8
всі злят шо сьогодн встал ран а я вже останн місяц так вста і мен норм,0,16
практик част дурн помилк в твіт щоб твіттер максимальн схож на житт,0,12
оц ж я лох пам ні к чорт,1,8
курв запх напівжив дєлік в душ це шо з чимось0,0,10
вийобуйт з ціє країн,1,4
не дивн що тільк зрозум що тут написан,0,8
що робит жінк якщ заеб йде до психолог заеб йог,1,10
обідн смішн з тог я лох,1,6
залежит тренер радж спробув різн і пот обр що подобаєт,0,10
нафігздув бабл бабус найкращ спосіб досягт щаст,1,7
весн самобічєватєльн двухстіш з цьог привод твіт ретвітнул набряк збряк колишн скурвил я сам мудак,1,15
ввімкніт еспресотв серйозн я в шоц в шоц,0,8
у вагоніресторан ж можн виделочк купитипозичит,0,6
у теб прикольн ямк на щок на асфальт,0,8
план на вихідн сьогодн нестримн пляж завтр нестримн шопінг погн,0,10
баб ма неперевершен добр висловлюванн,0,5
це дуж безчестн ал поган глуп люд офігєвают найбільш,1,9
а установк як поколінн відклад у свідомост велик сил,0,9
рівен жопорукост знайом їд готув мен їст,0,7
пунктуальн добр ал не тод кол всі тво знайом запізнюют,0,10
стоп згадал що накоїл зранк мразот не заслугов на приємност,1,10
сьогодн дуж красив місяц ал йог поган видн за пляшк пив,0,11
ахуєєн жінк займаєт спорт це приготуванн до марафон без крок,1,10
якщ не знаєш що робит з житт то пиздюч йог не вирішиш,1,12
ніфігошеньк прийшл до лікар йом повідомил доктор я хвор на ніфігошенькоз,1,11
висрал дівчин кохан настільк глуп що даж дворняг мож кращ за теб,1,12
мен достатн факт що гомофоб вголос на робоч місц не вітаєт,0,11
прост не бач як прекрасн в спілкуванн як щир і весел,0,11
швидкісн фартлєк у мортал комбат так прий не,0,8
якщ зрадайоб мал діт то вон ділил на дві груп ті хто ма підходящ ген і ті хто ма підходящ картк зарахуванн,1,22
якщ афігіл то тоб потрібн походит до лікар,1,8
чекал пок загрузит матеріал з історі і заснул,0,8
охренен хто постав красн світлофор на дороз щоб можн повернут назад,1,11
а ще врахув що старш за мен лиш один а там всі мен то взагал,0,15
божеблатник не мают друз вон одинок,1,6
якщ працюєш над гівнопроект то тво родич теж дуж молод,1,10
так чатил що тепер біл розетк чат,0,7
що блябляотец найчастіш каж до своє дочк що будеш блябляотице,1,10
думаєш шо всі навкол мудак а виявляєт шо єдин мудак тут,1,11
і якш не буд страд зовнішн фактор тип шефмудак як нереалізован фантазі кружок сал почн страд внутрішн екзистенциальн крізіс депресі і бог зна гор ум так мовит якш кажет шо йог нем,1,32
мал загляд в клас кооорааабел лооох влад йог нем в єгіпєт уїх шо внатур ну і лох школ шкільнежитт,1,19
зоєбал дівчин ма прав поставит поган оцінк чоловік,1,8
маєш пиздот менталітет,1,3
ми лицар швидкост і машин крадем у вічност безліч хвилин ©,0,11
жінк забезпечуєт захист домашн насильств,0,5
якш шо я чит всю стрічк том твоїх твіт не упуск,0,11
а у ньог за плеч незрим стоїт ангелохоронец і запис такжиттягівнонавкол ідіот дружин шлюх,1,14
іхіх ідеальн з мен так стосунк мат в майбутн,0,9
батьк до дочк не ход до пиздоват магазин,1,8
а я кол вперш публічн вжил в читальн зал то мен не зрозуміл старост сказ що мі коректор не працю а я сказал що істукан бо коректор теч порт шлюх а йог завест не мож чог всі так поглянул,1,39
обдристян найкращ спосіб вирішенн пробл це прост забит на них,1,10
і тоб мудак ідіот придурок ал миленьк і хорош,1,9
колишн хоч витягнут мен на зустріч пап,0,7
вуйк брат мам стрийк брат татаоднаков рідн,0,7
зі мно ж ус кінч по три раз це з тоб що не так тіка мен бо я уйобок,1,19
веснац хто йде і крас нес і ті крас рад,0,10
перш прізвищ нереальн нач з казк котигорошк,0,7
я тоб привез шантар і фелікс австр ще як побажанн,0,10
я фанат джарах может відписув аб пис в репла підар,1,10
я якийт йобнут екстраверт,1,4
я дум що треб набп з соб тепл одяг раз у там так погод,0,14
що ма зробит мудрагел якщ забув сво ключ повинен прост відкрит,1,11
хоч раз в тролейбус впал на мил юнак нарешт,0,9
но в теб так крив рук шо виходит як діч а не фотк,0,13
якщ будеш пиздлив то нікол не знайдеш своє половинк,1,9
треб протрим вихідн дум буд важк ал ми мусим,0,9
добр кол гарн люд приймают правильн рішенн рад,0,8
і взагал бачил оч що брал тепер йди до кінц,0,10
молодец дяк тоб що подарувал цим двом пухнаст щаслив житт,0,10
раніш це камерн перфоман люд говорил мистецтв літератур,0,8
чорт забира виход за мен хоч супоровськ і набагат довш пис пудр,0,12
наробл не по сво вол це прост сильн гавн,1,9
ех румбамбар тепер не змож бачит я йог дразн,0,9
бля глуп що дурак здав мудрш,1,6
і вивчит знаєш от картинк з фраз я теб кох різн мов,0,12
не підар а ніжн хлопчик,1,5
важа шоб ше тво кров на чиїх рук не підар 24 кров небесн сотн на рук нов влади— янукович 24442091,1,20
ма грам єдин з табор за зразков поведінк ор,0,9
а зараз вечер і йдем в почаївськ лавр,0,8
у медцентр адміністратор азот використовуєт кріотерапі,0,6
що за дивн блядюх так пішл по вулиц не знал правильн проходит перехрест,1,13
бля ну лох це призванн перезавантажил телефон а нов пін код не памят,1,13
пиздееецццццццц щоб дум секс,1,4
як я не злов тренд тог що наступил весн зі своє куртк,0,12
залупан твоє мам велик,1,4
що не зміг зробит це тод пиздєц тоб,1,8
крут вибр де запуск мен подобаєт,0,6
спостереженн в литв всі бомж говор російськ не зна чом так,0,11
і в як стил планувал пис книг,0,7
афігєєєт бабус не забувайт пілотк,1,5
кол лох назв це досвід с,1,6
ал дивн при цьом ж одн потрібн рух,0,8
що буд якщ дувбойоб заснув на дороз буд дувбойоб в дорог,1,11
не мож придум шуточк шоб в контекст піш наху том прост йди наху,1,13
мен до реч більш подобаєт кол під моїм твіт багат репла,0,11
зробит ча танц з бубн ну в соврємєнн чоловік і стандарт канєшн,0,12
хоч як зібр з твіттерськ ціл ніч пит і грат в маф і крич льош точн шеріф а чсвшни маф бо гляньт на ньог а олєг шлюх тог я прост так щіт а доктор сітілайт бо на то уч а сам маніяк і кожн ніч гвалтув по черз,1,48
зайдеш у твітер хто мп твітит і так хорош,0,9
аффігєв що за дивн пахуч зап у теб з ног,1,10
ну і заводьт там соб собаккотік і тд прост зрозуміл,0,10
снил що грал в шах наяв я не вмі грат в шах слов зовс сни,0,15
ще спит а я вже у швидкісн інтерсіт,0,8
ну я от тижден ляг в 23 том ніч так,0,10
йобнув у цих жінок дуж маленьк розмір груд,1,8
вот вот тре ж ще глянут на нов пацик,0,9
жінк у здійснюют велик вплив на розвиток ціє сфер,0,9
йоперест приходит до доктор і каж доктор мен потрібн присічк доктор посміхаєт і каж а що роб з попередн,1,19
жінк одн з найважливіш джерел інновац,0,6
пляшк горілк не зміню ніч ал зміню теб,0,8
конкуренц мал спри розвитк і покращенн сервіс,0,7
добр ранк птас с гарн неділ,0,6
народ а мож в ког шантар дайт почит буд ласк,0,10
аяєб не мают серц том що виріз замін на пам,1,10
чом дівчат вже стільк рок закохуют в дарс бо мудак перечит що,1,12
не помітил знов почал спат з плюшев тюлен,0,8
а зазвича не їбанут,1,4
ід наху,1,2
жінк це відом і невідом героїн як виконуют величезн робот в світ,0,12
шен проходил повз чувак котр в садік клик заміж бля зашуг з дєцтв і я от щонайменш чотир мущін відмовил а от чмо вже розведен так тоб і над валянок,1,30
дівчат говор що вон не любл жирух ал всі знают що це не так,1,14
так там камер зберіганн аб петля з ним,0,8
що засир у жінк найбільш відповід хоб,1,7
жіноцтв ма представлен на різн рівн влад,0,7
отак ал ж здаєт що то хто мудак а я не так,1,12
це я захотіл футболк з ворон каж ід наху а грош на не в мен нем бгггг,1,17
виключ іщ раз ха там буд добр п ’ ятниц льотн погод всім мандрівник,0,14
що ма зробит ожид щоб народ йог не люб прост заходит до люд і каз їм ожид,1,17
муш замітит що я почал збир горіх,0,7
пропонув робот у фіскальн служб піуп,0,6
якщ рапт хто захоч мен що подарув то пар викруток не завадил,0,12
де дів французьк словник оц жизньбол,0,6
якш в наступн годин не засн то під дал робит ремонт,0,11
ойбляйт своїх батьк бо їм не вистач люб,1,8
що за хлопчин буд блядувал що йог не бачит нік не хочет,1,12
гастрогномхуєкрад приходит до дівчин і говорит да мен грош а я тоб покаж сво гастрогномхуєкрадств,1,15
за тим хто носит ботикихуйотик залишаєт дуж неприємн зап в зал,1,11
